Date,Category,Sales,Quantity,Profit,Region,Month,Profit Margin %
2023-10-09,Home Goods,1228.035513,18,243.8478741,East,October,0.199
2023-10-09,Sports,1316.323634,17,203.6845127,North,October,0.155
2023-10-09,Books,1159.328981,10,368.4734459,East,October,0.318
2023-11-09,Electronics,1486.749502,3,339.3356446,South,November,0.228
2023-11-09,Clothing,1310.459157,19,336.8170373,South,November,0.257
2023-11-09,Home Goods,573.9413148,16,197.219599,North,November,0.344
2023-11-09,Sports,1402.429593,3,496.2318488,North,November,0.354
2023-11-09,Books,792.1735427,19,306.4820926,East,November,0.387
2023-12-09,Electronics,919.8620992,19,160.5729183,West,December,0.175
2023-12-09,Clothing,1138.940582,16,390.2555954,South,December,0.343
2023-12-09,Home Goods,1234.037802,7,440.7603946,South,December,0.357
2023-12-09,Sports,1025.217531,4,147.6400738,West,December,0.144
2023-12-09,Books,881.7018102,14,258.9712629,South,December,0.294
2023-09-13,Electronics,954.4439915,19,183.0758628,West,September,0.192
2023-09-13,Clothing,1112.004568,14,259.7896834,West,September,0.234
2023-09-13,Home Goods,1093.713463,7,356.0557315,West,September,0.326
2023-09-13,Sports,882.2372325,7,123.07745,North,September,0.140
2023-09-13,Books,1207.635852,8,366.2964502,West,September,0.303
2023-09-14,Electronics,1442.21398,13,167.4272518,East,September,0.116
2023-09-14,Clothing,1399.47641,1,339.572755,South,September,0.243
2023-09-14,Home Goods,1161.743235,1,182.1134031,West,September,0.157
2023-09-14,Sports,1293.510981,5,327.6904294,East,September,0.253
2023-09-14,Books,1435.984692,16,500.9702774,West,September,0.349
2023-09-15,Electronics,966.0809608,15,127.1559753,West,September,0.132
2023-09-15,Clothing,1555.564568,17,297.5368158,West,September,0.191
2023-09-15,Home Goods,915.6797086,18,203.5861924,South,September,0.222
2023-09-15,Sports,845.7750842,15,303.4209253,East,September,0.359
2023-09-15,Books,937.4982538,8,289.2709361,South,September,0.309
2023-09-16,Electronics,957.8874823,8,208.7586831,West,September,0.218
2023-09-16,Clothing,1092.2838,17,181.8162984,South,September,0.166
2023-09-16,Home Goods,569.2271428,2,85.51950386,East,September,0.150
2023-09-16,Sports,605.2552551,6,71.9884383,East,September,0.119
2023-09-16,Books,945.5652792,14,341.1149979,South,September,0.361
2023-09-17,Electronics,968.0988992,3,356.7608839,South,September,0.369
2023-09-17,Clothing,701.3789191,17,128.3951199,East,September,0.183
2023-09-17,Home Goods,1548.178451,2,587.1423777,East,September,0.379
2023-09-17,Sports,1268.976596,7,448.8320181,North,September,0.354
2023-09-17,Books,498.3250676,16,106.1056103,North,September,0.213
2023-09-18,Electronics,888.8251713,2,88.94305631,West,September,0.100
2023-09-18,Clothing,595.5858664,2,89.54298705,South,September,0.150
2023-09-18,Home Goods,1178.433579,7,446.2049046,North,September,0.379
2023-09-18,Sports,1110.448509,1,150.7347253,West,September,0.136
2023-09-18,Books,974.8054394,1,307.6636418,North,September,0.316
2023-09-19,Electronics,984.787234,4,369.6421188,South,September,0.375
2023-09-19,Clothing,1375.85279,13,442.6495776,East,September,0.322
2023-09-19,Home Goods,865.5326151,7,298.1947076,North,September,0.345
2023-09-19,Sports,1083.207539,18,429.0246922,West,September,0.396
2023-09-19,Books,993.3163062,6,173.4146163,North,September,0.175
2023-09-20,Electronics,927.9316401,18,119.8981104,North,September,0.129
2023-09-20,Clothing,1274.815397,14,455.9102276,East,September,0.358
2023-09-20,Home Goods,573.654058,19,60.51047617,West,September,0.105
2023-09-20,Sports,844.8588759,6,335.8878049,South,September,0.398
2023-09-20,Books,765.3989522,15,119.0012358,South,September,0.155
2023-09-21,Electronics,772.0890648,3,161.3525926,North,September,0.209
2023-09-21,Clothing,377.3235973,2,132.8176527,South,September,0.352
2023-09-21,Home Goods,974.1790922,16,304.5963175,South,September,0.313
2023-09-21,Sports,687.2266916,15,230.1855009,South,September,0.335
2023-09-21,Books,648.329874,3,188.3216737,East,September,0.290
2023-09-22,Electronics,972.2975911,16,146.4698277,North,September,0.151
2023-09-22,Clothing,612.7633402,8,100.3005917,West,September,0.164
2023-09-22,Home Goods,950.6994382,7,238.732528,South,September,0.251
2023-09-22,Sports,1063.628006,14,410.2998607,South,September,0.386
2023-09-22,Books,634.8151923,19,196.9708448,South,September,0.310
2023-09-23,Electronics,1047.838752,17,263.0112353,South,September,0.251
2023-09-23,Clothing,696.8136488,1,102.2448451,North,September,0.147
2023-09-23,Home Goods,1528.296876,6,516.4704475,South,September,0.338
2023-09-23,Sports,848.9487514,13,328.2841018,West,September,0.387
2023-09-23,Books,971.6128622,1,109.7242723,North,September,0.113
2023-09-24,Electronics,1010.117618,1,254.9966324,South,September,0.252
2023-09-24,Clothing,1564.924676,16,520.4475655,South,September,0.333
2023-09-24,Home Goods,1187.184983,2,279.0890791,North,September,0.235
2023-09-24,Sports,1390.148246,7,509.1288417,West,September,0.366
2023-09-24,Books,1141.321984,9,228.7628265,South,September,0.200
2023-09-25,Electronics,1065.50393,6,220.332715,East,September,0.207
2023-09-25,Clothing,1161.208084,17,264.5223375,East,September,0.228
2023-09-25,Home Goods,1277.323056,15,242.6521386,West,September,0.190
2023-09-25,Sports,1041.465139,15,341.3852496,West,September,0.328
2023-09-25,Books,1207.516324,17,190.7247914,East,September,0.158
2023-09-26,Electronics,842.6012779,4,215.0217725,North,September,0.255
2023-09-26,Clothing,1148.096454,15,183.4700003,West,September,0.160
2023-09-26,Home Goods,890.3482189,5,185.2976794,North,September,0.208
2023-09-26,Sports,954.6102339,6,153.353189,West,September,0.161
2023-09-26,Books,864.4151884,17,146.5008332,North,September,0.169
2023-09-27,Electronics,763.1984483,2,167.2789363,West,September,0.219
2023-09-27,Clothing,888.4426353,17,118.5593881,South,September,0.133
2023-09-27,Home Goods,781.4615135,16,214.4871644,South,September,0.274
2023-09-27,Sports,1095.857401,10,285.3259431,South,September,0.260
2023-09-27,Books,1496.085181,10,224.2165036,North,September,0.150
2023-09-28,Electronics,612.7847441,14,200.9609782,East,September,0.328
2023-09-28,Clothing,1128.805071,4,435.2883823,West,September,0.386
2023-09-28,Home Goods,1501.474885,12,172.4920962,East,September,0.115
2023-09-28,Sports,1527.909158,15,252.0649121,East,September,0.165
2023-09-28,Books,1090.510003,14,423.6252077,South,September,0.388
2023-09-29,Electronics,1052.660869,3,216.3165049,South,September,0.205
2023-09-29,Clothing,456.7607198,12,156.9164983,East,September,0.344
2023-09-29,Home Goods,1144.919008,3,263.4553658,East,September,0.230
2023-09-29,Sports,1137.090209,14,366.6981592,West,September,0.322
2023-09-29,Books,1393.870796,1,160.8234712,South,September,0.115
2023-09-30,Electronics,952.377482,8,309.2264401,West,September,0.325
2023-09-30,Clothing,814.8594475,6,236.6541228,West,September,0.290
2023-09-30,Home Goods,657.6128786,14,123.350652,South,September,0.188
2023-09-30,Sports,1197.118021,13,256.3563186,East,September,0.214
2023-09-30,Books,973.7694014,17,359.6973341,West,September,0.369
2023-01-10,Electronics,1164.495888,1,363.5366043,West,January,0.312
2023-01-10,Clothing,1342.842892,16,134.6643467,South,January,0.100
2023-01-10,Home Goods,1371.50885,10,539.2569086,East,January,0.393
2023-01-10,Sports,679.2368029,16,180.1323352,West,January,0.265
2023-01-10,Books,524.9050525,14,147.0130046,West,January,0.280
2023-02-10,Electronics,1235.045896,14,336.0176823,South,February,0.272
2023-02-10,Clothing,1132.787257,12,333.6504416,South,February,0.295
2023-02-10,Home Goods,601.4261027,18,119.2945824,East,February,0.198
2023-02-10,Sports,996.5964431,19,156.984734,West,February,0.158
2023-02-10,Books,876.3337765,11,109.7864907,East,February,0.125
2023-03-10,Electronics,1274.04212,5,196.8972163,West,March,0.155
2023-03-10,Clothing,1161.649367,5,157.6729463,East,March,0.136
2023-03-10,Home Goods,1220.823645,6,199.633671,North,March,0.164
2023-03-10,Sports,1204.355695,6,430.4132094,West,March,0.357
2023-03-10,Books,1150.605781,3,220.7786586,East,March,0.192
2023-04-10,Electronics,1099.972011,12,140.5923102,South,April,0.128
2023-04-10,Clothing,1050.953409,9,364.1474436,North,April,0.346
2023-04-10,Home Goods,889.8788782,19,217.7375217,East,April,0.245
2023-04-10,Sports,788.5533487,4,120.1573584,South,April,0.152
2023-04-10,Books,1437.407583,4,395.0080039,East,April,0.275
2023-05-10,Electronics,551.1402538,2,75.18901793,South,May,0.136
2023-05-10,Clothing,617.6521353,19,152.0434744,North,May,0.246
2023-05-10,Home Goods,1113.865091,12,275.0531233,West,May,0.247
2023-05-10,Sports,793.4235926,4,126.3660142,West,May,0.159
2023-05-10,Books,874.812368,16,136.2372301,North,May,0.156
2023-06-10,Electronics,1042.465234,16,241.137895,North,June,0.231
2023-06-10,Clothing,273.0860503,12,55.7370542,East,June,0.204
2023-06-10,Home Goods,926.3004172,9,183.7457659,South,June,0.198
2023-06-10,Sports,1258.490399,6,139.709906,West,June,0.111
2023-06-10,Books,1254.88584,6,333.604452,South,June,0.266
2023-07-10,Electronics,866.8424949,6,212.8145102,South,July,0.246
2023-07-10,Clothing,644.8672148,6,183.3072933,South,July,0.284
2023-07-10,Home Goods,1377.005742,7,337.434466,East,July,0.245
2023-07-10,Sports,1210.44906,12,208.1318568,East,July,0.172
2023-07-10,Books,1238.082606,10,311.3448862,West,July,0.251
2023-08-10,Electronics,1049.382354,11,354.2512157,North,August,0.338
2023-08-10,Clothing,987.4788603,8,345.8637129,North,August,0.350
2023-08-10,Home Goods,1113.913157,1,393.4319456,South,August,0.353
2023-08-10,Sports,1525.183225,15,345.4750256,South,August,0.227
2023-08-10,Books,1300.198812,18,259.6861182,West,August,0.200
2023-09-10,Electronics,1097.109533,8,144.8042899,West,September,0.132
2023-09-10,Clothing,849.0529287,17,331.0306996,South,September,0.390
2023-09-10,Home Goods,576.5301534,4,147.0084308,North,September,0.255
2023-09-10,Sports,680.7335469,19,207.9997377,South,September,0.306
2023-09-10,Books,1298.563367,19,208.340437,East,September,0.160
2023-10-10,Electronics,710.9249666,2,83.08387315,West,October,0.117
2023-10-10,Clothing,653.5402061,18,244.3196276,North,October,0.374
2023-10-10,Home Goods,680.906237,8,182.3231578,South,October,0.268
2023-10-10,Sports,791.6551372,12,294.3928401,West,October,0.372
2023-10-10,Books,968.6971621,12,120.0356458,North,October,0.124
2023-11-10,Electronics,1117.992115,7,424.5798796,West,November,0.380
2023-11-10,Clothing,917.746746,9,203.6709108,North,November,0.222
2023-11-10,Home Goods,972.7215482,13,286.5685208,South,November,0.295
2023-11-10,Sports,707.3859294,14,136.4600606,South,November,0.193
2023-11-10,Books,1280.810696,7,420.2596315,West,November,0.328
2023-12-10,Electronics,1272.943067,4,416.170057,North,December,0.327
2023-12-10,Clothing,560.619381,4,94.03653779,South,December,0.168
2023-12-10,Home Goods,513.6641569,17,203.1009293,West,December,0.395
2023-12-10,Sports,902.282267,13,125.512822,West,December,0.139
2023-12-10,Books,1119.533159,10,123.5174134,West,December,0.110
2023-10-13,Electronics,1131.169329,5,215.5361836,North,October,0.191
2023-10-13,Clothing,1023.926958,3,143.4610712,South,October,0.140
2023-10-13,Home Goods,742.2300574,2,241.5416974,South,October,0.325
2023-10-13,Sports,1409.941853,11,537.8284554,West,October,0.381
2023-10-13,Books,984.44045,1,161.9864141,North,October,0.165
2023-10-14,Electronics,1178.647269,6,227.5875173,North,October,0.193
2023-10-14,Clothing,823.0315731,19,142.1187442,South,October,0.173
2023-10-14,Home Goods,1405.321868,12,241.2998925,North,October,0.172
2023-10-14,Sports,1265.857357,3,369.7749394,North,October,0.292
2023-10-14,Books,797.1276375,9,221.5352076,North,October,0.278
2023-10-15,Electronics,671.6905607,9,94.03892208,South,October,0.140
2023-10-15,Clothing,747.8177718,12,126.4679442,South,October,0.169
2023-10-15,Home Goods,1224.984991,10,258.2344789,West,October,0.211
2023-10-15,Sports,652.5142011,3,178.2439255,South,October,0.273
2023-10-15,Books,495.5268701,7,52.02940036,South,October,0.105
2023-10-16,Electronics,735.7737731,17,135.8931118,West,October,0.185
2023-10-16,Clothing,1539.617506,7,272.3951464,North,October,0.177
2023-10-16,Home Goods,1321.109548,15,278.0605747,West,October,0.210
2023-10-16,Sports,1381.567727,16,312.5395895,South,October,0.226
2023-10-16,Books,967.9972954,16,252.4988187,North,October,0.261
2023-10-17,Electronics,1344.777805,15,313.4260231,West,October,0.233
2023-10-17,Clothing,292.7997326,4,95.76843814,North,October,0.327
2023-10-17,Home Goods,845.5154408,18,303.44525,East,October,0.359
2023-10-17,Sports,714.7413144,4,259.6832604,East,October,0.363
2023-10-17,Books,946.3434635,15,328.2022061,West,October,0.347
2023-10-18,Electronics,441.4149595,18,155.3056606,East,October,0.352
2023-10-18,Clothing,1033.69635,13,163.1203013,South,October,0.158
2023-10-18,Home Goods,1548.987901,19,374.0618501,East,October,0.241
2023-10-18,Sports,1033.619913,12,126.7119096,East,October,0.123
2023-10-18,Books,947.3864632,10,224.5487606,North,October,0.237
2023-10-19,Electronics,1147.451694,13,132.8112376,South,October,0.116
2023-10-19,Clothing,1544.02231,19,395.9881374,North,October,0.256
2023-10-19,Home Goods,897.1363415,17,165.5642699,North,October,0.185
2023-10-19,Sports,965.878428,17,321.0055239,North,October,0.332
2023-10-19,Books,1021.559249,8,233.4319481,East,October,0.229
2023-10-20,Electronics,1154.516388,13,379.3359494,North,October,0.329
2023-10-20,Clothing,476.7273619,11,124.2650613,South,October,0.261
2023-10-20,Home Goods,1019.386309,1,342.0621765,East,October,0.336
2023-10-20,Sports,499.8530988,16,194.2516865,East,October,0.389
2023-10-20,Books,1019.955482,5,145.6948181,South,October,0.143
2023-10-21,Electronics,810.3817726,15,149.7302533,North,October,0.185
2023-10-21,Clothing,1166.186814,13,135.8489761,North,October,0.116
2023-10-21,Home Goods,1257.345652,3,156.8810884,East,October,0.125
2023-10-21,Sports,752.5900419,13,133.688381,West,October,0.178
2023-10-21,Books,1400.04655,12,176.532018,North,October,0.126
2023-10-22,Electronics,1547.047441,6,310.1265246,North,October,0.200
2023-10-22,Clothing,928.6297745,17,346.2661863,North,October,0.373
2023-10-22,Home Goods,1176.737184,7,318.9598968,South,October,0.271
2023-10-22,Sports,1050.56749,10,402.0641885,North,October,0.383
2023-10-22,Books,1556.994231,17,255.2577381,South,October,0.164
2023-10-23,Electronics,855.4702087,7,222.4197429,West,October,0.260
2023-10-23,Clothing,844.7241843,5,215.0246328,North,October,0.255
2023-10-23,Home Goods,910.5221538,19,258.0442518,North,October,0.283
2023-10-23,Sports,1093.360394,17,403.1415558,West,October,0.369
2023-10-23,Books,1103.560533,9,369.1784618,West,October,0.335
2023-10-24,Electronics,1053.213751,19,212.1114201,West,October,0.201
2023-10-24,Clothing,370.0380303,1,57.81893703,North,October,0.156
2023-10-24,Home Goods,484.8814155,7,122.8341102,South,October,0.253
2023-10-24,Sports,1009.69907,16,393.8740699,East,October,0.390
2023-10-24,Books,1291.627246,17,349.7234974,West,October,0.271
2023-10-25,Electronics,1391.030032,8,382.4382894,South,October,0.275
2023-10-25,Clothing,667.5258542,6,119.3172442,North,October,0.179
2023-10-25,Home Goods,1478.22464,9,256.0264243,East,October,0.173
2023-10-25,Sports,1331.505532,14,272.1804844,West,October,0.204
2023-10-25,Books,1655.733944,7,645.7141609,North,October,0.390
2023-10-26,Electronics,836.9221229,16,268.6034201,South,October,0.321
2023-10-26,Clothing,771.3714145,4,267.3000387,North,October,0.347
2023-10-26,Home Goods,592.4277954,12,227.8217215,West,October,0.385
2023-10-26,Sports,676.0791036,18,68.9864117,West,October,0.102
2023-10-26,Books,979.5629724,10,251.5018554,West,October,0.257
2023-10-27,Electronics,1109.191189,17,191.3137211,South,October,0.172
2023-10-27,Clothing,976.1418197,2,116.3838403,South,October,0.119
2023-10-27,Home Goods,281.8947545,13,90.73469176,South,October,0.322
2023-10-27,Sports,1481.964216,6,523.3465622,South,October,0.353
2023-10-27,Books,730.7299945,3,278.6622319,South,October,0.381
2023-10-28,Electronics,830.0467014,7,146.2504322,South,October,0.176
2023-10-28,Clothing,663.9449684,4,84.23457019,West,October,0.127
2023-10-28,Home Goods,776.4029549,5,245.9049956,North,October,0.317
2023-10-28,Sports,796.0800317,13,167.1797234,West,October,0.210
2023-10-28,Books,569.9422083,5,68.62742194,South,October,0.120
2023-10-29,Electronics,368.4666436,3,66.338132,West,October,0.180
2023-10-29,Clothing,743.0048106,14,262.621905,East,October,0.353
2023-10-29,Home Goods,957.3665617,6,293.1172103,West,October,0.306
2023-10-29,Sports,1193.870239,2,122.9068707,West,October,0.103
2023-10-29,Books,617.5025648,2,122.7680196,East,October,0.199
2023-10-30,Electronics,950.4977916,11,326.4846846,East,October,0.343
2023-10-30,Clothing,1324.805055,12,421.4278514,West,October,0.318
2023-10-30,Home Goods,1048.265315,13,392.6063224,North,October,0.375
2023-10-30,Sports,723.2222,8,165.8805186,West,October,0.229
2023-10-30,Books,939.8576173,5,240.1185047,South,October,0.255
2023-10-31,Electronics,469.8968905,7,71.54039551,South,October,0.152
2023-10-31,Clothing,1097.277639,8,118.6424206,North,October,0.108
2023-10-31,Home Goods,1683.472921,7,318.0643745,South,October,0.189
2023-10-31,Sports,1005.23664,2,178.3614419,North,October,0.177
2023-10-31,Books,596.7691551,12,83.53889574,North,October,0.140
2023-01-11,Electronics,629.8681475,14,209.5969254,South,January,0.333
2023-01-11,Clothing,950.577721,15,278.6831396,North,January,0.293
2023-01-11,Home Goods,1478.392192,1,351.131516,East,January,0.238
2023-01-11,Sports,999.1839415,5,110.2230356,South,January,0.110
2023-01-11,Books,431.0732872,15,60.36099421,West,January,0.140
2023-02-11,Electronics,997.7251336,12,337.7334109,North,February,0.339
2023-02-11,Clothing,1057.447856,2,383.9997833,South,February,0.363
2023-02-11,Home Goods,731.9420545,13,175.7965975,East,February,0.240
2023-02-11,Sports,960.0934358,7,334.5500886,West,February,0.348
2023-02-11,Books,1254.760693,13,144.0373629,West,February,0.115
2023-03-11,Electronics,1275.699627,6,275.5625178,West,March,0.216
2023-03-11,Clothing,961.9246588,2,375.9656267,West,March,0.391
2023-03-11,Home Goods,812.9947959,9,308.6977357,South,March,0.380
2023-03-11,Sports,1101.515208,19,254.4801344,South,March,0.231
2023-03-11,Books,729.7985852,11,78.37549402,South,March,0.107
2023-04-11,Electronics,710.7399786,11,225.7295369,North,April,0.318
2023-04-11,Clothing,478.1794084,2,57.18214124,East,April,0.120
2023-04-11,Home Goods,684.2559769,15,201.0980282,North,April,0.294
2023-04-11,Sports,1888.932537,7,624.033248,East,April,0.330
2023-04-11,Books,1322.697241,6,365.7386262,East,April,0.277
2023-05-11,Electronics,1324.516508,12,367.9623682,South,May,0.278
2023-05-11,Clothing,863.0840616,5,308.5518007,South,May,0.357
2023-05-11,Home Goods,1232.993809,10,225.0842943,West,May,0.183
2023-05-11,Sports,983.1597151,17,198.07649,West,May,0.201
2023-05-11,Books,894.745171,14,308.7471096,North,May,0.345
2023-06-11,Electronics,334.495672,13,103.6469217,East,June,0.310
2023-06-11,Clothing,729.8228942,15,216.5041449,North,June,0.297
2023-06-11,Home Goods,660.1645146,16,184.3870521,West,June,0.279
2023-06-11,Sports,998.6134933,2,300.8118509,South,June,0.301
2023-06-11,Books,1111.242156,6,390.7703054,East,June,0.352
2023-07-11,Electronics,779.627984,7,122.9847125,North,July,0.158
2023-07-11,Clothing,394.0560003,8,147.1153502,East,July,0.373
2023-07-11,Home Goods,1739.263732,18,352.5809992,West,July,0.203
2023-07-11,Sports,1098.029343,9,139.8954967,South,July,0.127
2023-07-11,Books,1248.764182,4,195.3937069,South,July,0.156
2023-08-11,Electronics,1276.835529,5,149.518355,East,August,0.117
2023-08-11,Clothing,710.3741471,6,81.48090457,South,August,0.115
2023-08-11,Home Goods,920.1608796,14,367.6002475,North,August,0.399
2023-08-11,Sports,1328.401491,13,143.444127,East,August,0.108
2023-08-11,Books,487.4037259,17,140.2236022,West,August,0.288
2023-09-11,Electronics,1294.336356,10,209.3777984,West,September,0.162
2023-09-11,Clothing,1339.491436,9,184.62618,South,September,0.138
2023-09-11,Home Goods,1316.4194,1,162.2137607,South,September,0.123
2023-09-11,Sports,762.9817382,3,214.151342,South,September,0.281
2023-09-11,Books,1388.495675,18,486.4420702,West,September,0.350
2023-10-11,Electronics,1163.266106,5,289.8495714,West,October,0.249
2023-10-11,Clothing,1269.585352,17,291.4927486,North,October,0.230
2023-10-11,Home Goods,589.4910724,13,161.4839188,East,October,0.274
2023-10-11,Sports,1196.791439,12,136.9412933,North,October,0.114
2023-10-11,Books,1207.07992,1,126.0120679,South,October,0.104
2023-11-11,Electronics,1001.164185,16,162.6209111,East,November,0.162
2023-11-11,Clothing,1486.652476,17,261.6713807,East,November,0.176
2023-11-11,Home Goods,1141.558701,11,399.3265077,South,November,0.350
2023-11-11,Sports,735.1103805,19,274.5562835,North,November,0.373
2023-11-11,Books,1068.74405,18,422.3455065,North,November,0.395
2023-12-11,Electronics,986.5763246,10,115.0679195,East,December,0.117
2023-12-11,Clothing,1094.284827,7,397.9081788,North,December,0.364
2023-12-11,Home Goods,943.7689074,5,362.5865764,South,December,0.384
2023-12-11,Sports,985.2385251,4,154.7498183,North,December,0.157
2023-12-11,Books,1146.725163,1,276.0373,East,December,0.241
2023-11-13,Electronics,827.9980482,16,187.8587334,North,November,0.227
2023-11-13,Clothing,917.0530733,5,130.6021742,South,November,0.142
2023-11-13,Home Goods,1505.891072,5,194.6861327,West,November,0.129
2023-11-13,Sports,896.8629588,4,338.2244377,North,November,0.377
2023-11-13,Books,618.2815068,4,188.4530353,East,November,0.305
2023-11-14,Electronics,810.8370713,15,145.8131634,South,November,0.180
2023-11-14,Clothing,921.7690461,19,322.3585936,South,November,0.350
2023-11-14,Home Goods,628.4310433,17,93.68955489,West,November,0.149
2023-11-14,Sports,995.698087,1,393.9780383,East,November,0.396
2023-11-14,Books,935.6764415,15,342.5631437,South,November,0.366
2023-11-15,Electronics,1065.004936,5,367.5674216,West,November,0.345
2023-11-15,Clothing,908.9949798,12,224.3141987,South,November,0.247
2023-11-15,Home Goods,453.6741792,17,58.7523834,West,November,0.130
2023-11-15,Sports,820.699695,10,313.6296987,North,November,0.382
2023-11-15,Books,1111.063567,1,269.1250162,South,November,0.242
2023-11-16,Electronics,1175.29425,9,213.2327652,North,November,0.181
2023-11-16,Clothing,1417.954377,15,276.0988851,South,November,0.195
2023-11-16,Home Goods,1251.804734,15,266.1291847,South,November,0.213
2023-11-16,Sports,728.708256,7,124.2516,South,November,0.171
2023-11-16,Books,971.6553058,3,215.2791166,South,November,0.222
2023-11-17,Electronics,1245.641133,16,498.0136654,South,November,0.400
2023-11-17,Clothing,1047.387281,13,188.0596666,South,November,0.180
2023-11-17,Home Goods,666.4485329,8,167.1870491,West,November,0.251
2023-11-17,Sports,1226.700556,5,172.6259097,East,November,0.141
2023-11-17,Books,847.8556772,1,160.9458466,South,November,0.190
2023-11-18,Electronics,945.947933,18,171.7040036,East,November,0.182
2023-11-18,Clothing,803.2708772,9,162.797027,South,November,0.203
2023-11-18,Home Goods,756.4956699,3,218.555441,North,November,0.289
2023-11-18,Sports,1160.550493,3,401.8460659,North,November,0.346
2023-11-18,Books,1082.613246,2,131.0185141,North,November,0.121
2023-11-19,Electronics,1378.822745,15,522.0623134,South,November,0.379
2023-11-19,Clothing,1263.036866,13,445.7050528,South,November,0.353
2023-11-19,Home Goods,1047.649582,11,218.1645326,South,November,0.208
2023-11-19,Sports,812.7239738,5,203.1892627,East,November,0.250
2023-11-19,Books,1163.736014,13,128.3844772,North,November,0.110
2023-11-20,Electronics,348.5285786,6,118.1223358,South,November,0.339
2023-11-20,Clothing,706.7987322,2,159.1815935,North,November,0.225
2023-11-20,Home Goods,1250.89054,4,160.1988271,South,November,0.128
2023-11-20,Sports,598.4410988,18,121.8302592,North,November,0.204
2023-11-20,Books,1258.965694,8,459.0096594,East,November,0.365
2023-11-21,Electronics,920.3134535,15,97.30452038,East,November,0.106
2023-11-21,Clothing,1310.954675,8,379.6997162,East,November,0.290
2023-11-21,Home Goods,1343.808273,10,436.9570641,West,November,0.325
2023-11-21,Sports,148.7480676,9,21.36843193,North,November,0.144
2023-11-21,Books,733.8011623,7,202.9175747,West,November,0.277
2023-11-22,Electronics,1231.538853,8,210.6130243,West,November,0.171
2023-11-22,Clothing,1039.098023,5,184.4296418,North,November,0.177
2023-11-22,Home Goods,784.7153811,1,205.8869236,North,November,0.262
2023-11-22,Sports,565.9203791,16,175.7888876,North,November,0.311
2023-11-22,Books,982.2404277,16,241.4009885,South,November,0.246
2023-11-23,Electronics,1211.91652,18,285.2112473,West,November,0.235
2023-11-23,Clothing,879.9577475,18,242.7545154,West,November,0.276
2023-11-23,Home Goods,784.3328754,6,274.137979,South,November,0.350
2023-11-23,Sports,1061.220611,6,261.1117008,West,November,0.246
2023-11-23,Books,1211.03204,16,257.6426652,South,November,0.213
2023-11-24,Electronics,1646.478603,13,391.2223078,South,November,0.238
2023-11-24,Clothing,792.5846154,15,190.6088148,North,November,0.240
2023-11-24,Home Goods,1206.269306,13,458.4717651,South,November,0.380
2023-11-24,Sports,1167.58796,10,461.6324846,South,November,0.395
2023-11-24,Books,213.3342536,16,61.72508939,East,November,0.289
2023-11-25,Electronics,1144.07815,11,213.7491624,West,November,0.187
2023-11-25,Clothing,683.4676974,5,267.8190368,West,November,0.392
2023-11-25,Home Goods,1258.430958,13,318.0651396,North,November,0.253
2023-11-25,Sports,1075.394994,13,238.8124604,West,November,0.222
2023-11-25,Books,1441.310407,14,509.780865,West,November,0.354
2023-11-26,Electronics,790.1514339,15,176.4709859,South,November,0.223
2023-11-26,Clothing,938.8530625,17,365.8550304,West,November,0.390
2023-11-26,Home Goods,1194.129518,19,240.6792688,East,November,0.202
2023-11-26,Sports,1087.867771,14,350.9534702,West,November,0.323
2023-11-26,Books,983.1564604,1,134.1827449,South,November,0.136
2023-11-27,Electronics,702.1401997,1,154.5459645,South,November,0.220
2023-11-27,Clothing,566.4384207,6,145.0476531,West,November,0.256
2023-11-27,Home Goods,1286.580771,8,260.4564689,East,November,0.202
2023-11-27,Sports,988.3771315,12,340.1135001,South,November,0.344
2023-11-27,Books,1169.891962,5,218.4715918,East,November,0.187
2023-11-28,Electronics,833.4658791,5,95.81360714,North,November,0.115
2023-11-28,Clothing,1114.408384,7,327.1290371,North,November,0.294
2023-11-28,Home Goods,969.7343873,19,376.3636445,East,November,0.388
2023-11-28,Sports,489.2554595,8,132.1271209,East,November,0.270
2023-11-28,Books,1005.545821,2,301.4466991,North,November,0.300
2023-11-29,Electronics,1113.951461,6,334.4077327,North,November,0.300
2023-11-29,Clothing,960.2012751,2,316.5428434,South,November,0.330
2023-11-29,Home Goods,643.3109741,1,167.8769409,North,November,0.261
2023-11-29,Sports,985.0359538,13,161.4578302,West,November,0.164
2023-11-29,Books,762.7354625,7,134.2106819,East,November,0.176
2023-11-30,Electronics,1010.202429,3,289.6158372,West,November,0.287
2023-11-30,Clothing,70.09884317,1,9.795696245,South,November,0.140
2023-11-30,Home Goods,1038.595884,16,131.7375136,West,November,0.127
2023-11-30,Sports,961.6965783,12,133.3592103,South,November,0.139
2023-11-30,Books,1024.075297,18,293.8495545,East,November,0.287
2023-01-12,Electronics,1086.947295,17,317.1283393,South,January,0.292
2023-01-12,Clothing,1178.030128,16,370.0170072,West,January,0.314
2023-01-12,Home Goods,859.2477402,4,238.9332328,West,January,0.278
2023-01-12,Sports,1370.274345,16,322.5427846,South,January,0.235
2023-01-12,Books,1308.82393,14,359.1364516,North,January,0.274
2023-02-12,Electronics,1239.010578,17,300.2906987,East,February,0.242
2023-02-12,Clothing,1015.111569,19,344.1821766,West,February,0.339
2023-02-12,Home Goods,1190.65906,13,406.7766242,South,February,0.342
2023-02-12,Sports,1083.725158,18,299.5098776,West,February,0.276
